"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"994587940910067712","","","2018-05-10 14:40:18 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","項目ミスってました．どこに切れよう","","","",""
"994587770961125381","","","2018-05-10 14:39:37 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","おっかしーなー1，2年前は，これで今までのTweet一括DLできたのになー","","","",""
"994586569422991360","","","2018-05-10 14:34:51 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","gmailにアカウントインポートしてるからか？","","","",""
"994586521591148544","","","2018-05-10 14:34:39 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Twiiterにデータリクエストしたら，
なんの役にも立たないPDFが，
ヤフーで受信したら添付がされてない状態で，
メールで，
やってくる","","","",""
